parameter_type,parameter_type_text_short,parameter_type_text_long,parameter_category
47011,Tint_4,Tint_4,3
47012,Color_Crossfade_4,Color_Crossfade_4,3
47013,CIE_X_3,CIE_X_3,3
47014,CIE_Y_3,CIE_Y_3,3
47015,CIE_X_4,CIE_X_4,3
47016,CIE_Y_4,CIE_Y_4,3
47029,Tint_5,Tint_5,3
47030,Color_Crossfade_5,Color_Crossfade_5,3
47031,Tint_6,Tint_6,3
47032,Color_Crossfade_6,Color_Crossfade_6,3
47033,Tint_7,Tint_7,3
47034,Color_Crossfade_7,Color_Crossfade_7,3
47035,Tint_8,Tint_8,3
47036,Color_Crossfade_8,Color_Crossfade_8,3
47037,Tint_9,Tint_9,3
47038,Color_Crossfade_9,Color_Crossfade_9,3
47039,Tint_10,Tint_10,3
47040,Color_Crossfade_10,Color_Crossfade_10,3
47041,Tint_11,Tint_11,3
47042,Color_Crossfade_11,Color_Crossfade_11,3
47043,Tint_12,Tint_12,3
47044,Color_Crossfade_12,Color_Crossfade_12,3
47045,CIE_X_5,CIE_X_5,3
47046,CIE_Y_5,CIE_Y_5,3
47047,CIE_X_6,CIE_X_6,3
47048,CIE_Y_6,CIE_Y_6,3
47049,CIE_X_7,CIE_X_7,3
47050,CIE_Y_7,CIE_Y_7,3
47051,CIE_X_8,CIE_X_8,3
47052,CIE_Y_8,CIE_Y_8,3
47053,CIE_X_9,CIE_X_9,3
47054,CIE_Y_9,CIE_Y_9,3
47055,CIE_X_10,CIE_X_10,3
47056,CIE_Y_10,CIE_Y_10,3
47057,CIE_X_11,CIE_X_11,3
47058,CIE_Y_11,CIE_Y_11,3
47059,CIE_X_12,CIE_X_12,3
47060,CIE_Y_12,CIE_Y_12,3
47061,Indigo_Highlighter,Indigo_Highlighter,3
47135,Pixel_Mask_Effect_Parameter,Pixel_Mask_Effect_Parameter,4
47137,Pixel_Mask_Step_Time,Pixel_Mask_Step_Time,4
47138,Pixel_Mask_Crossfade_Time,Pixel_Mask_Crossfade_Time,4
47139,Pixel_Mask_Transparency,Pixel_Mask_Transparency,4
47268,Gobo_Wheel_Shortcut_Mode,Gobo_Wheel_Shortcut_Mode,5
47354,Beam_Fx_Position_2,Beam_Fx_Position_2,4
47377,Main_Shutter_Strobe_3,Main_Shutter_Strobe_3,5
47378,Color_Mix_Mode_3,Color_Mix_Mode_3,3
47379,Red_Adjust_2,Red_Adjust_2,3
47380,Green_Adjust_2,Green_Adjust_2,3
47381,Blue_Adjust_2,Blue_Adjust_2,3
47382,White_Adjust_2,White_Adjust_2,3
47383,Red_Adjust_3,Red_Adjust_3,3
47384,Green_Adjust_3,Green_Adjust_3,3
47385,Blue_Adjust_3,Blue_Adjust_3,3
47386,White_Adjust_3,White_Adjust_3,3
47387,Pixel_Mask_2,Pixel_Mask_2,4
47388,Pixel_Mask_Index_Rotate,Pixel_Mask_Index_Rotate,4
47389,Gobo_Wheel_Shortcut_Mode_2,Gobo_Wheel_Shortcut_Mode_2,5
47390,Gobo_Wheel_Shortcut_Mode_3,Gobo_Wheel_Shortcut_Mode_3,5
47677,Laser_Color_2,Laser_Color_2,3
47683,Tracking_Offset_X,Tracking_Offset_X,2
47684,Tracking_Offset_Y,Tracking_Offset_Y,2
47685,Tracking_Offset_Z,Tracking_Offset_Z,2
47686,Tracking_Speed,Tracking_Speed,2
47687,Target_Height,Target_Height,2
47688,Position_Source_Crossfader,Position_Source_Crossfader,2
47690,Pan_Rotate,Pan_Rotate,2
47691,Tilt_Rotate,Tilt_Rotate,2
47961,Tilt_Rotate_2,Tilt_Rotate_2,2
47976,Pan_Rotate_2,Pan_Rotate_2,2
47977,Tilt_Rotate_3,Tilt_Rotate_3,2
47978,Tilt_Rotate_4,Tilt_Rotate_4,2
47979,Tilt_Rotate_5,Tilt_Rotate_5,2
47980,Tilt_Rotate_6,Tilt_Rotate_6,2
47984,Dimmer_Curve_3,Dimmer_Curve_3,5
47985,Dimmer_Curve_4,Dimmer_Curve_4,5
47986,Dimmer_Curve_5,Dimmer_Curve_5,5
47987,Dimmer_Curve_6,Dimmer_Curve_6,5
47988,Dimmer_Curve_7,Dimmer_Curve_7,5
47989,Dimmer_Curve_8,Dimmer_Curve_8,5
48300,Screen_1_Edge_2,Screen_1_Edge_2,5
48301,Screen_2_Edge_2,Screen_2_Edge_2,5
48302,Screen_3_Edge_2,Screen_3_Edge_2,5
48303,Screen_4_Edge_2,Screen_4_Edge_2,5
48304,Screen_5_Edge_2,Screen_5_Edge_2,5
48305,Screen_6_Edge_2,Screen_6_Edge_2,5
48446,Effect_Start_Offset,Effect_Start_Offset,5
48447,Effect_Copies,Effect_Copies,5
48448,Effect_Canvas_Size,Effect_Canvas_Size,5
48596,Effect_Fade_Curve,Effect_Fade_Curve,5
48597,Effect_Direction,Effect_Direction,5
48885,Color_Crossfade_13,Color_Crossfade_13,3
48886,Color_Crossfade_14,Color_Crossfade_14,3
48887,Color_Crossfade_15,Color_Crossfade_15,3
48888,Color_Crossfade_16,Color_Crossfade_16,3
48889,Color_Crossfade_17,Color_Crossfade_17,3
48890,Color_Crossfade_18,Color_Crossfade_18,3
48891,Color_Crossfade_19,Color_Crossfade_19,3
48892,Color_Crossfade_20,Color_Crossfade_20,3
48893,Color_Crossfade_21,Color_Crossfade_21,3
48894,Color_Crossfade_22,Color_Crossfade_22,3
48895,Color_Crossfade_23,Color_Crossfade_23,3
48896,Color_Crossfade_24,Color_Crossfade_24,3
48897,Mirror_Drum_4,Mirror_Drum_4,5
48898,Low_Smoke_Generator_2,Low_Smoke_Generator_2,5
48899,Low_Smoke_Generator_3,Low_Smoke_Generator_3,5
48900,Low_Smoke_Generator_4,Low_Smoke_Generator_4,5
48918,Filter_Color_Mode,Filter_Color_Mode,3
48919,_Filter,_Filter,5
48920,Strobe_Color_Mode,Strobe_Color_Mode,3
49137,Set_Calibration,Set_Calibration,5
49208,Set_Calibration_2,Set_Calibration_2,5
49209,Set_Calibration_3,Set_Calibration_3,5
49210,Set_Calibration_4,Set_Calibration_4,5
49504,Gel_3,Gel_3,3
49505,Gel_4,Gel_4,3
49506,Gel_5,Gel_5,3
49507,Gel_6,Gel_6,3
49508,Gel_7,Gel_7,3
49509,Gel_8,Gel_8,3
49510,Gel_9,Gel_9,3
49511,Gel_10,Gel_10,3
49512,Gel_11,Gel_11,3
49513,Gel_12,Gel_12,3
49514,Gel_13,Gel_13,3
49515,Gel_14,Gel_14,3
49516,Gel_15,Gel_15,3
49517,Gel_16,Gel_16,3
49521,Background_Level_2,Background_Level_2,1
49654,Background_Color_Parameter,Background_Color_Parameter,3
49849,Background_Color_Parameter_2,Background_Color_Parameter_2,3
49850,Background_Color_Parameter_3,Background_Color_Parameter_3,3
49851,Foreground_Intensity,Foreground_Intensity,1
49852,Background_Intensity,Background_Intensity,1
49865,Foreground_Red,Foreground_Red,3
49866,Foreground_Green,Foreground_Green,3
49867,Foreground_Blue,Foreground_Blue,3
49869,Foreground_White,Foreground_White,3
49872,Background_Red,Background_Red,3
49873,Background_Green,Background_Green,3
49874,Background_Blue,Background_Blue,3
49876,Background_White,Background_White,3
49942,Pixel_Mask_Effect_Step_Time,Pixel_Mask_Effect_Step_Time,4
49968,Red_Gain,Red_Gain,3
49969,Red_Shadow,Red_Shadow,3
49970,Red_Highlight,Red_Highlight,3
49971,Green_Gain,Green_Gain,3
49972,Green_Shadow,Green_Shadow,3
49973,Green_Highlight,Green_Highlight,3
49974,Blue_Gain,Blue_Gain,3
49975,Blue_Shadow,Blue_Shadow,3
49976,Blue_Highlight,Blue_Highlight,3
50151,Foreground_Color_Mix,Foreground_Color_Mix,3
50152,Background_Color_Mix,Background_Color_Mix,3
50168,Hue_Adjust_2,Hue_Adjust_2,3
50169,Saturation_Adjust_2,Saturation_Adjust_2,3
50170,Red_Shadow_2,Red_Shadow_2,3
50171,Green_Shadow_2,Green_Shadow_2,3
50172,Blue_Shadow_2,Blue_Shadow_2,3
50173,Red_Highlight_2,Red_Highlight_2,3
50174,Green_Highlight_2,Green_Highlight_2,3
50175,Blue_Highlight_2,Blue_Highlight_2,3
50176,Hue_Adjust_3,Hue_Adjust_3,3
50177,Saturation_Adjust_3,Saturation_Adjust_3,3
50178,Red_Shadow_3,Red_Shadow_3,3
50179,Green_Shadow_3,Green_Shadow_3,3
50180,Blue_Shadow_3,Blue_Shadow_3,3
50181,Red_Highlight_3,Red_Highlight_3,3
50182,Green_Highlight_3,Green_Highlight_3,3
50183,Blue_Highlight_3,Blue_Highlight_3,3
50184,_Preset,_Preset,4
50187,LED_Engine_Effects,LED_Engine_Effects,5
50206,Transition_Time_2,Transition_Time_2,5
50213,Background_Shutter_Strobe,Background_Shutter_Strobe,5
50214,Foreground_Shutter_Strobe,Foreground_Shutter_Strobe,5
50215,Armed_Disarmed,Armed_Disarmed,5
50491,Saturation_3,Saturation_3,3
50492,Hue_3,Hue_3,3
50493,Saturation_4,Saturation_4,3
50494,Hue_4,Hue_4,3
50495,Saturation_5,Saturation_5,3
50496,Hue_5,Hue_5,3
50497,Saturation_6,Saturation_6,3
50498,Hue_6,Hue_6,3
50499,Saturation_7,Saturation_7,3
50500,Hue_7,Hue_7,3
50501,Saturation_8,Saturation_8,3
50502,Hue_8,Hue_8,3
50503,Saturation_9,Saturation_9,3
50504,Hue_9,Hue_9,3
50505,Saturation_10,Saturation_10,3
50506,Hue_10,Hue_10,3
50802,Hue_11,Hue_11,3
50803,Saturation_11,Saturation_11,3
50804,Hue_12,Hue_12,3
50805,Saturation_12,Saturation_12,3
50809,Hue_13,Hue_13,3
50810,Saturation_13,Saturation_13,3
50811,Hue_14,Hue_14,3
50812,Saturation_14,Saturation_14,3
50813,Hue_15,Hue_15,3
50814,Saturation_15,Saturation_15,3
50815,Hue_16,Hue_16,3
50816,Saturation_16,Saturation_16,3
50817,Hue_17,Hue_17,3
50818,Saturation_17,Saturation_17,3
50819,Hue_18,Hue_18,3
50820,Saturation_18,Saturation_18,3
50821,Hue_19,Hue_19,3
50822,Saturation_19,Saturation_19,3
50823,Hue_20,Hue_20,3
50824,Saturation_20,Saturation_20,3
50825,Hue_21,Hue_21,3
50826,Saturation_21,Saturation_21,3
50827,Hue_22,Hue_22,3
50828,Saturation_22,Saturation_22,3
50829,Hue_23,Hue_23,3
50830,Saturation_23,Saturation_23,3
50831,Hue_24,Hue_24,3
50832,Saturation_24,Saturation_24,3
50856,Hue_25,Hue_25,3
50857,Saturation_25,Saturation_25,3
50858,Hue_26,Hue_26,3
50859,Saturation_26,Saturation_26,3
50860,Hue_27,Hue_27,3
50861,Saturation_27,Saturation_27,3
50862,Hue_28,Hue_28,3
50863,Saturation_28,Saturation_28,3
50864,Hue_29,Hue_29,3
50865,Saturation_29,Saturation_29,3
50866,Hue_30,Hue_30,3
50867,Saturation_30,Saturation_30,3
50868,Hue_31,Hue_31,3
50869,Saturation_31,Saturation_31,3
50870,Hue_32,Hue_32,3
50871,Saturation_32,Saturation_32,3
50872,Hue_33,Hue_33,3
50873,Saturation_33,Saturation_33,3
50874,Hue_34,Hue_34,3
50875,Saturation_34,Saturation_34,3
50876,Hue_35,Hue_35,3
50877,Saturation_35,Saturation_35,3
50878,Hue_36,Hue_36,3
50879,Saturation_36,Saturation_36,3
50880,Hue_37,Hue_37,3
50881,Saturation_37,Saturation_37,3
51203,RDM_Control,RDM_Control,7
51204,LED_Engine_Effect_Rate,LED_Engine_Effect_Rate,5
51525,Color_Index_6,Color_Index_6,3
51526,LED_Engine_Effect_Crossfade_Speed,LED_Engine_Effect_Crossfade_Speed,5
51528,Strobe_Duration_Red,Strobe_Duration_Red,5
51529,Strobe_Duration_Green,Strobe_Duration_Green,5
51530,Strobe_Duration_Blue,Strobe_Duration_Blue,5
51531,Strobe_Duration_White,Strobe_Duration_White,5
51834,Shutter_Strobe_Red,Shutter_Strobe_Red,5
51835,Shutter_Strobe_Green,Shutter_Strobe_Green,5
51836,Shutter_Strobe_Blue,Shutter_Strobe_Blue,5
51837,Shutter_Strobe_White,Shutter_Strobe_White,5
51838,Strobe_Duration_Red_2,Strobe_Duration_Red_2,5
51839,Strobe_Duration_Green_2,Strobe_Duration_Green_2,5
51840,Strobe_Duration_Blue_2,Strobe_Duration_Blue_2,5
51841,Strobe_Duration_White_2,Strobe_Duration_White_2,5
51842,Shutter_Strobe_Red_2,Shutter_Strobe_Red_2,5
51843,Shutter_Strobe_Green_2,Shutter_Strobe_Green_2,5
51844,Shutter_Strobe_Blue_2,Shutter_Strobe_Blue_2,5
51845,Shutter_Strobe_White_2,Shutter_Strobe_White_2,5
51849,Blur_2,Blur_2,5
51974,Clip_Directory_Offset,Clip_Directory_Offset,4
51975,Clip_Offset,Clip_Offset,4
51977,Shape_Enable,Shape_Enable,4
51982,In_Point_MSB,In_Point_MSB,4
51983,Out_Point_MSB,Out_Point_MSB,4
51985,Loop_In_Point_MSB,Loop_In_Point_MSB,4
51986,Loop_In_Point,Loop_In_Point,4
51987,Loop_Out_Point_MSB,Loop_Out_Point_MSB,4
51988,Loop_Out_Point,Loop_Out_Point,4
51995,Notch_Parameter,Notch_Parameter,4
52049,Network_Enable,Network_Enable,5
52050,NDI_Enable,NDI_Enable,5
52051,NDI_Refresh_Source_List,NDI_Refresh_Source_List,5
52052,NDI_Frame_Rate,NDI_Frame_Rate,5
52174,Timecode_Offset_Hours_2,Timecode_Offset_Hours_2,4
52175,Timecode_Offset_Minutes_2,Timecode_Offset_Minutes_2,4
52176,Timecode_Offset_Seconds_2,Timecode_Offset_Seconds_2,4
52177,Timecode_Offset_Frames_2,Timecode_Offset_Frames_2,4
52178,Notch_Parameter_2,Notch_Parameter_2,4
52179,Notch_Parameter_3,Notch_Parameter_3,4
52180,Notch_Parameter_4,Notch_Parameter_4,4
52181,Notch_Parameter_5,Notch_Parameter_5,4
52182,Notch_Parameter_6,Notch_Parameter_6,4
52183,Notch_Parameter_7,Notch_Parameter_7,4
52184,Notch_Parameter_8,Notch_Parameter_8,4
52185,Notch_Parameter_9,Notch_Parameter_9,4
52186,Notch_Parameter_10,Notch_Parameter_10,4
52187,Relay_Layer,Relay_Layer,5
52188,NDI_Source,NDI_Source,5
52189,Take,Take,5
52190,Spout_Source,Spout_Source,5
52191,Ignore,Ignore,5
52192,Sync_Output,Sync_Output,5
52193,Key_Mode,Key_Mode,5
52194,Key_Source_Mix,Key_Source_Mix,5
52195,Key_Source_Layer,Key_Source_Layer,5
52196,Colorblocks,Colorblocks,3
52197,Video_Map_Mixer,Video_Map_Mixer,5
52198,Cache,Cache,5
52199,Notch_File,Notch_File,4
52200,Notch_Effect,Notch_Effect,4
52201,Timecode_Source,Timecode_Source,4
52202,Crossfader_Time_2,Crossfader_Time_2,4
52203,Preset_Mode,Preset_Mode,4
52204,Crossfader_Type_2,Crossfader_Type_2,4
52205,Viewport_2,Viewport_2,4
52206,Layer_2,Layer_2,4
52207,Viewport_3,Viewport_3,4
52208,Layer_3,Layer_3,4
52209,Viewport_4,Viewport_4,4
52210,Layer_4,Layer_4,4
52211,Viewport_5,Viewport_5,4
52212,Layer_5,Layer_5,4
52213,Viewport_6,Viewport_6,4
52214,Layer_6,Layer_6,4
52215,Viewport_7,Viewport_7,4
52216,Layer_7,Layer_7,4
52217,Viewport_8,Viewport_8,4
52218,Layer_8,Layer_8,4
52219,Project_File,Project_File,5
52220,LED_Engine_Effect_Step_Time,LED_Engine_Effect_Step_Time,5
52221,Position_Macro_Size_Horizontal,Position_Macro_Size_Horizontal,2
52222,Zoom_Crossfade,Zoom_Crossfade,5
52223,Effect_Macro_Color,Effect_Macro_Color,4
52224,Cell_Trigger,Cell_Trigger,4
52225,Viewpoint_Pan_MSB,Viewpoint_Pan_MSB,4
52226,Viewpoint_Tilt_MSB,Viewpoint_Tilt_MSB,4
52227,Field_Of_View_Y,Field_Of_View_Y,4
52228,Field_Of_View_Y_MSB,Field_Of_View_Y_MSB,4
52229,X_Position_MSB,X_Position_MSB,5
52230,Y_Position_MSB,Y_Position_MSB,5
52231,Z_Position_MSB,Z_Position_MSB,5
52232,Color_Wheel_Shortcut_Mode,Color_Wheel_Shortcut_Mode,5
52233,Bank,Bank,4
52234,Cell_Trigger_2,Cell_Trigger_2,4
52235,Cell_Trigger_3,Cell_Trigger_3,4
52236,Cell_Trigger_4,Cell_Trigger_4,4
52237,Cell_Trigger_5,Cell_Trigger_5,4
52238,Cell_Trigger_6,Cell_Trigger_6,4
52239,Cell_Trigger_7,Cell_Trigger_7,4
52240,Cell_Trigger_8,Cell_Trigger_8,4
52241,Cell_Trigger_9,Cell_Trigger_9,4
52242,Cell_Trigger_10,Cell_Trigger_10,4
52243,Cell_Trigger_11,Cell_Trigger_11,4
52244,Cell_Trigger_12,Cell_Trigger_12,4
52245,Cell_Trigger_13,Cell_Trigger_13,4
52246,Cell_Trigger_14,Cell_Trigger_14,4
52247,Cell_Trigger_15,Cell_Trigger_15,4
52248,Cell_Trigger_16,Cell_Trigger_16,4
52249,Cell_Trigger_17,Cell_Trigger_17,4
52250,Cell_Trigger_18,Cell_Trigger_18,4
52251,Cell_Trigger_19,Cell_Trigger_19,4
52252,Cell_Trigger_20,Cell_Trigger_20,4
52253,Cell_Trigger_21,Cell_Trigger_21,4
52254,Cell_Trigger_22,Cell_Trigger_22,4
52255,Cell_Trigger_23,Cell_Trigger_23,4
52256,Cell_Trigger_24,Cell_Trigger_24,4
52257,Cell_Trigger_25,Cell_Trigger_25,4
52258,Cell_Trigger_26,Cell_Trigger_26,4
52259,Cell_Trigger_27,Cell_Trigger_27,4
52260,Cell_Trigger_28,Cell_Trigger_28,4
52261,Cell_Trigger_29,Cell_Trigger_29,4
52262,Cell_Trigger_30,Cell_Trigger_30,4
52263,Cell_Trigger_31,Cell_Trigger_31,4
52264,Cell_Trigger_32,Cell_Trigger_32,4
52265,Cell_Trigger_33,Cell_Trigger_33,4
52266,Cell_Trigger_34,Cell_Trigger_34,4
52267,Cell_Trigger_35,Cell_Trigger_35,4
52268,Cell_Trigger_36,Cell_Trigger_36,4
52269,Cell_Trigger_37,Cell_Trigger_37,4
52270,Cell_Trigger_38,Cell_Trigger_38,4
52271,Cell_Trigger_39,Cell_Trigger_39,4
52272,Cell_Trigger_40,Cell_Trigger_40,4
52273,Cell_Trigger_41,Cell_Trigger_41,4
52274,Cell_Trigger_42,Cell_Trigger_42,4
52275,Cell_Trigger_43,Cell_Trigger_43,4
52276,Cell_Trigger_44,Cell_Trigger_44,4
52277,Cell_Trigger_45,Cell_Trigger_45,4
52278,Cell_Trigger_46,Cell_Trigger_46,4
52279,Cell_Trigger_47,Cell_Trigger_47,4
52280,Cell_Trigger_48,Cell_Trigger_48,4
52281,Cell_Trigger_49,Cell_Trigger_49,4
52282,Cell_Trigger_50,Cell_Trigger_50,4
52283,Cell_Trigger_51,Cell_Trigger_51,4
52284,Cell_Trigger_52,Cell_Trigger_52,4
52285,Cell_Trigger_53,Cell_Trigger_53,4
52286,Cell_Trigger_54,Cell_Trigger_54,4
52287,Cell_Trigger_55,Cell_Trigger_55,4
52288,Cell_Trigger_56,Cell_Trigger_56,4
52289,Cell_Trigger_57,Cell_Trigger_57,4
52290,Cell_Trigger_58,Cell_Trigger_58,4
52291,Cell_Trigger_59,Cell_Trigger_59,4
52292,Cell_Trigger_60,Cell_Trigger_60,4
52293,Cell_Trigger_61,Cell_Trigger_61,4
52294,Cell_Trigger_62,Cell_Trigger_62,4
52295,Cell_Trigger_63,Cell_Trigger_63,4
52296,Cell_Trigger_64,Cell_Trigger_64,4
52297,Cell_Trigger_65,Cell_Trigger_65,4
52298,Cell_Trigger_66,Cell_Trigger_66,4
52299,Cell_Trigger_67,Cell_Trigger_67,4
52300,Cell_Trigger_68,Cell_Trigger_68,4
52301,Cell_Trigger_69,Cell_Trigger_69,4
52302,Cell_Trigger_70,Cell_Trigger_70,4
52303,Cell_Trigger_71,Cell_Trigger_71,4
52304,Cell_Trigger_72,Cell_Trigger_72,4
52305,Bank_2,Bank_2,4
52306,Fx_Para_21,Fx_Para_21,5
52307,Fx_Para_22,Fx_Para_22,5
52308,Fx_Para_23,Fx_Para_23,5
52309,Fx_Para_24,Fx_Para_24,5
52310,Fx_Para_25,Fx_Para_25,5
52311,Fx_Para_26,Fx_Para_26,5
52312,Fx_Para_27,Fx_Para_27,5
52313,Fx_Para_28,Fx_Para_28,5
52314,Fx_Para_29,Fx_Para_29,5
52315,Fx_Para_30,Fx_Para_30,5
52316,Fx_Para_31,Fx_Para_31,5
52317,Fx_Para_32,Fx_Para_32,5
52318,CTC_MSpeed,CTC_MSpeed,3
52319,Color_Mix_26,Color_Mix_26,3
52320,Color_Mix_27,Color_Mix_27,3
52321,Color_Mix_28,Color_Mix_28,3
52322,Color_Mix_29,Color_Mix_29,3
52323,Color_Mix_30,Color_Mix_30,3
52324,Color_Mix_31,Color_Mix_31,3
52325,Color_Mix_32,Color_Mix_32,3
52326,Color_Mix_33,Color_Mix_33,3
52327,Color_Mix_34,Color_Mix_34,3
52328,Color_Mix_35,Color_Mix_35,3
52329,Color_Mix_36,Color_Mix_36,3
52330,Color_Mix_37,Color_Mix_37,3
52331,Color_Mix_38,Color_Mix_38,3
52332,Viewport,Viewport,4
52333,Color_Wheel_Shortcut_Mode_2,Color_Wheel_Shortcut_Mode_2,5
52334,Color_Wheel_Shortcut_Mode_3,Color_Wheel_Shortcut_Mode_3,5
52522,Color_Mix_Macro_Rate_9,Color_Mix_Macro_Rate_9,3
52523,Color_Mix_Macro_Rate_10,Color_Mix_Macro_Rate_10,3
52524,Color_Mix_Macro_Rate_11,Color_Mix_Macro_Rate_11,3
52525,Color_Mix_Macro_Rate_12,Color_Mix_Macro_Rate_12,3
52526,Color_Mix_Macro_Rate_13,Color_Mix_Macro_Rate_13,3
52527,Color_Mix_Macro_Rate_14,Color_Mix_Macro_Rate_14,3
52528,Color_Mix_Macro_Rate_15,Color_Mix_Macro_Rate_15,3
52529,Color_Mix_Macro_Rate_16,Color_Mix_Macro_Rate_16,3
52530,Color_Mix_Macro_Rate_17,Color_Mix_Macro_Rate_17,3
52531,Color_Mix_Macro_Rate_18,Color_Mix_Macro_Rate_18,3
52532,Color_Mix_Macro_Rate_19,Color_Mix_Macro_Rate_19,3
52533,Color_Mix_Macro_Rate_20,Color_Mix_Macro_Rate_20,3
52534,Color_Mix_Macro_Rate_21,Color_Mix_Macro_Rate_21,3
52535,Color_Mix_Macro_Rate_22,Color_Mix_Macro_Rate_22,3
52536,Color_Mix_Macro_Rate_23,Color_Mix_Macro_Rate_23,3
52537,Color_Mix_Macro_Rate_24,Color_Mix_Macro_Rate_24,3
52538,Color_Mix_Macro_Rate_25,Color_Mix_Macro_Rate_25,3
52539,Red_Laser_2,Red_Laser_2,3
52540,Green_Laser_2,Green_Laser_2,3
52541,Laser_Color_5,Laser_Color_5,3
52542,X_Rotate_5,X_Rotate_5,6
52543,Macro_Rate_5,Macro_Rate_5,5
52544,Mode_6,Mode_6,5
52545,Parabolic_Mirror_3,Parabolic_Mirror_3,5
52546,Parabolic_Mirror_4,Parabolic_Mirror_4,5
52551,Pixel_Mask_Effect_Step_Time_2,Pixel_Mask_Effect_Step_Time_2,4
52552,Pixel_Mask_Effect_Time_2,Pixel_Mask_Effect_Time_2,4
52554,Tint_13,Tint_13,3
52555,Tint_14,Tint_14,3
52556,Tint_15,Tint_15,3
52557,Tint_16,Tint_16,3
52558,Tint_17,Tint_17,3
52559,Tint_18,Tint_18,3
52560,Tint_19,Tint_19,3
52561,Tint_20,Tint_20,3
52562,Tint_21,Tint_21,3
52563,Tint_22,Tint_22,3
52564,Tint_23,Tint_23,3
52565,Tint_24,Tint_24,3
52568,Foreground_Shutter_Strobe_2,Foreground_Shutter_Strobe_2,5
52569,Background_Shutter_Strobe_2,Background_Shutter_Strobe_2,5
52570,Pixel_Mask_Effect_Parameter_2,Pixel_Mask_Effect_Parameter_2,4
52571,Pixel_Mask_Effect_Parameter_3,Pixel_Mask_Effect_Parameter_3,4
52572,Pixel_Mask_Effect_Parameter_4,Pixel_Mask_Effect_Parameter_4,4
52573,Pixel_Mask_Effect_Parameter_5,Pixel_Mask_Effect_Parameter_5,4
52574,Pixel_Mask_Effect_Parameter_6,Pixel_Mask_Effect_Parameter_6,4
52575,Pixel_Mask_Effect_Parameter_7,Pixel_Mask_Effect_Parameter_7,4
52576,Pixel_Mask_Effect_Parameter_8,Pixel_Mask_Effect_Parameter_8,4
52577,Pixel_Mask_Effect_Parameter_9,Pixel_Mask_Effect_Parameter_9,4
52578,Pixel_Mask_Effect_Parameter_10,Pixel_Mask_Effect_Parameter_10,4
52579,Pixel_Mask_Effect_Parameter_11,Pixel_Mask_Effect_Parameter_11,4
52580,Pixel_Mask_Effect_Parameter_12,Pixel_Mask_Effect_Parameter_12,4
52581,Pixel_Mask_Effect_Parameter_13,Pixel_Mask_Effect_Parameter_13,4
52582,Pixel_Mask_Effect_Parameter_14,Pixel_Mask_Effect_Parameter_14,4
52583,Pixel_Mask_Effect_Parameter_15,Pixel_Mask_Effect_Parameter_15,4
52584,Pixel_Mask_Effect_Parameter_16,Pixel_Mask_Effect_Parameter_16,4
52585,Pixel_Mask_Effect_Parameter_17,Pixel_Mask_Effect_Parameter_17,4
52586,Pixel_Mask_Effect_Parameter_18,Pixel_Mask_Effect_Parameter_18,4
52587,Pixel_Mask_Effect_Parameter_19,Pixel_Mask_Effect_Parameter_19,4
52609,Foreground_Color_Mix_2,Foreground_Color_Mix_2,3
52610,Background_Color_Mix_2,Background_Color_Mix_2,3
52912,Pan_Rotate_4,Pan_Rotate_4,2
52913,Rotate_Mode_X_5,Rotate_Mode_X_5,5
53243,Main_Intensity_4,Main_Intensity_4,1
53244,Color_Temperature_Mode,Color_Temperature_Mode,3
53532,Color_Temperature_Mode_2,Color_Temperature_Mode_2,3
53533,Color_Temperature_Mode_3,Color_Temperature_Mode_3,3
53534,Color_Temperature_Mode_4,Color_Temperature_Mode_4,3
53549,Color_Temperature_Mode_5,Color_Temperature_Mode_5,3
53550,Color_Temperature_Mode_6,Color_Temperature_Mode_6,3
53551,Color_Temperature_Mode_7,Color_Temperature_Mode_7,3
53552,Color_Temperature_Mode_8,Color_Temperature_Mode_8,3
53553,Color_Temperature_Mode_9,Color_Temperature_Mode_9,3
53554,Color_Temperature_Mode_10,Color_Temperature_Mode_10,3
53555,Color_Temperature_Mode_11,Color_Temperature_Mode_11,3
53556,Color_Temperature_Mode_12,Color_Temperature_Mode_12,3
53557,Color_Temperature_Mode_13,Color_Temperature_Mode_13,3
53558,Color_Temperature_Mode_14,Color_Temperature_Mode_14,3
53559,Color_Temperature_Mode_15,Color_Temperature_Mode_15,3
53560,Color_Temperature_Mode_16,Color_Temperature_Mode_16,3
53589,Color_Temperature_Mode_17,Color_Temperature_Mode_17,3
53590,Color_Temperature_Mode_18,Color_Temperature_Mode_18,3
53591,Color_Temperature_Mode_19,Color_Temperature_Mode_19,3
53592,Color_Temperature_Mode_20,Color_Temperature_Mode_20,3
53593,Color_Temperature_Mode_21,Color_Temperature_Mode_21,3
53594,Color_Temperature_Mode_22,Color_Temperature_Mode_22,3
53595,Color_Temperature_Mode_23,Color_Temperature_Mode_23,3
53596,Color_Temperature_Mode_24,Color_Temperature_Mode_24,3
53597,Color_Temperature_Mode_25,Color_Temperature_Mode_25,3
53598,Color_Temperature_Mode_26,Color_Temperature_Mode_26,3
53599,Color_Temperature_Mode_27,Color_Temperature_Mode_27,3
53600,Color_Temperature_Mode_28,Color_Temperature_Mode_28,3
53601,Color_Temperature_Mode_29,Color_Temperature_Mode_29,3
53602,Color_Temperature_Mode_30,Color_Temperature_Mode_30,3
53603,Color_Temperature_Mode_31,Color_Temperature_Mode_31,3
